"coops","dry-mode","gc.algo","gc.threads","heap.old","jvm","-","host","pause.avg","pause.count","pause.sdev","pause.sqtotal","pause.total"
"false","true","cms","4","28","hs7u15","","longmrdfappd3","263.6483790523691","401","6.175210163593212","27888989","105723"
"true","true","cms","48","4","hs7u15","","longmrdfappd1","12.119700748129675","401","6.88129749916717","77890","4860"
"true","false","cms","32","0.7","hs7u15","","longmrdfappd3","108.73067331670823","401","8.290684120598312","4768329","43601"
"false","false","cms","16","2","hs7u15","","longmrdfappd1","136.69077306733166","401","6.817839270624941","7511071","54813"
"true","true","cms","32","1","hs7u15","","longmrdfappd1","4.840399002493766","401","1.5454748813477395","10353","1941"
"false","false","cms","8","1.5","hs7u15","","longmrdfappd1","158.82543640897757","401","8.084001093972615","10141639","63689"
"false","false","cms","8","20","hs7u15","","longmrdfappd3","386.9576059850374","401","19.31600187495541","60193828","155170"
"false","true","cms","8","28","hs7u15","","longmrdfappd1","141.08977556109727","401","12.08106121577287","8040963","56577"
"true","true","cms","4","1","hs7u15","","longmrdfappd1","9.197007481296758","401","7.234138450750878","54904","3688"
"false","false","cms","4","8","hs7u15","","longmrdfappd3","480.142144638404","401","37.3919356580854","93005789","192537"
"false","true","cms","8","1.5","hs7u15","","longmrdfappd1","7.887780548628429","401","0.46832359991261474","25037","3163"
"false","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.855361596009975","401","7.755234893977715","37866","2348"
"true","false","cms","32","3","hs7u15","","longmrdfappd3","134.09476309226932","401","7.89999826422755","7235570","53772"
"true","true","cms","48","28","hs7u15","","longmrdfappd1","38.29925187032419","401","6.103449369282432","603138","15358"
"false","true","cms","24","8","hs7u15","","longmrdfappd3","19.98004987531172","401","0.7164619342631581","160286","8012"
"false","false","cms","32","4","hs7u15","","longmrdfappd3","127.11720698254364","401","6.363371507087228","6495910","50974"
"true","true","cms","32","1","hs7u15","","longmrdfappd3","5.211970074812967","401","7.468467803423626","33260","2090"
"false","false","cms","32","28","hs7u15","","longmrdfappd1","168.62344139650872","401","8.766596607975378","11432798","67618"
"true","false","cms","48","4","hs7u15","","longmrdfappd1","135.07481296758104","401","9.194999672647384","7350231","54165"
"true","false","cms","4","8","hs7u15","","longmrdfappd3","553.4538653366584","401","43.31550425655064","123583153","221935"
"true","true","cms","4","4","hs7u15","","longmrdfappd3","37.5211970074813","401","8.44877034028819","593168","15046"
"false","true","cms","24","1","hs7u15","","longmrdfappd3","4.526184538653367","401","1.948191220921897","9737","1815"
"true","false","cms","8","2","hs7u15","","longmrdfappd1","209.00498753117208","401","12.112110345426707","17575745","83811"
"true","true","cms","48","4","hs7u15","","longmrdfappd1","13.12219451371571","401","11.353425935412297","120738","5262"
"true","false","cms","48","1.5","hs7u15","","longmrdfappd3","115.68329177057356","401","6.368324445766198","5382695","46389"
"true","true","cms","24","2","hs7u15","","longmrdfappd3","6.72568578553616","401","5.651964422785352","30949","2697"
"true","false","cms","4","1.5","hs7u15","","longmrdfappd1","303.214463840399","401","20.810363097353942","37041205","121589"
"false","true","cms","24","0.7","hs7u15","","longmrdfappd1","3.9925187032418954","401","1.4838932046032305","7275","1601"
"true","false","cms","16","2","hs7u15","","longmrdfappd3","151.5211970074813","401","7.575072294237783","9229438","60760"
"true","false","cms","16","0.7","hs7u15","","longmrdfappd1","105.4214463840399","401","5.308388778545101","4467886","42274"
"true","true","cms","4","1.5","hs7u15","","longmrdfappd1","13.780548628428928","401","6.488948648421387","93036","5526"
"true","false","cms","48","2","hs7u15","","longmrdfappd3","116.14713216957605","401","8.449692582758962","5438183","46575"
"true","true","cms","48","0.7","hs7u15","","longmrdfappd3","8.271820448877806","401","9.014448304366748","60023","3317"
"true","true","cms","8","12","hs7u15","","longmrdfappd1","80.39401496259352","401","0.6582407519722365","2591916","32238"
"false","false","cms","48","12","hs7u15","","longmrdfappd3","133.72568578553617","401","6.9321300854941255","7190176","53624"
"false","true","cms","8","3","hs7u15","","longmrdfappd3","15.478802992518704","401","8.203470743106756","123063","6207"
"false","true","cms","16","1","hs7u15","","longmrdfappd3","4.473815461346633","401","5.03948871806571","18210","1794"
"false","true","cms","48","28","hs7u15","","longmrdfappd1","38.581047381546135","401","9.387158411502535","632223","15471"
"false","true","cms","24","3","hs7u15","","longmrdfappd1","8.41147132169576","401","7.797164781715048","52751","3373"
"false","false","cms","48","1","hs7u15","","longmrdfappd3","107.48877805486285","401","5.443933112537321","4644973","43103"
"true","true","cms","48","3","hs7u15","","longmrdfappd3","10.204488778054863","401","9.044532650906595","74560","4092"
"true","true","cms","32","8","hs7u15","","longmrdfappd3","15.346633416458852","401","3.039563705366793","98148","6154"
"false","false","cms","16","0.7","hs7u15","","longmrdfappd3","91.55112219451371","401","3.9394424694499723","3367248","36712"
"false","false","cms","4","12","hs7u15","","longmrdfappd1","523.9950124688279","401","43.86717625038018","110874536","210122"
"false","false","cms","8","1","hs7u15","","longmrdfappd3","122.17456359102245","401","8.799198068854542","6016624","48992"
"false","false","cms","8","2","hs7u15","","longmrdfappd3","181.5660847880299","401","8.679740902093453","13249674","72808"
"true","true","cms","8","4","hs7u15","","longmrdfappd3","22.753117206982544","401","1.323637589206049","208302","9124"
"false","false","cms","24","28","hs7u15","","longmrdfappd1","215.02992518703243","401","8.566541784700018","18570813","86227"
"false","true","cms","24","20","hs7u15","","longmrdfappd3","42.067331670822945","401","2.1040170846473987","711409","16869"
"false","true","cms","24","1","hs7u15","","longmrdfappd3","4.688279301745636","401","3.7609474162935586","14486","1880"
"true","false","cms","48","0.7","hs7u15","","longmrdfappd1","105.55860349127182","401","9.283142797264288","4502747","42329"
"false","false","cms","48","0.7","hs7u15","","longmrdfappd1","107.41895261845387","401","5.234075947356086","4638057","43075"
"false","true","cms","48","16","hs7u15","","longmrdfappd3","24.885286783042392","401","7.262571556687747","269481","9979"
"true","true","cms","48","1","hs7u15","","longmrdfappd1","8.917705735660848","401","6.485026738087343","48754","3576"
"true","true","cms","48","12","hs7u15","","longmrdfappd1","21.34413965087282","401","10.62656868023068","227967","8559"
"false","true","cms","32","1","hs7u15","","longmrdfappd1","5.067331670822942","401","7.0486697857006915","30220","2032"
"false","false","cms","8","20","hs7u15","","longmrdfappd3","383.8952618453865","401","20.42342312061929","59264868","153942"
"false","true","cms","8","28","hs7u15","","longmrdfappd1","148.28428927680798","401","8.187575134900204","8844162","59462"
"false","true","cms","48","3","hs7u15","","longmrdfappd1","10.53865336658354","401","7.973092353525719","70028","4226"
"false","false","cms","8","12","hs7u15","","longmrdfappd3","320.8653366583541","401","19.067848942411782","41430577","128667"
"true","false","cms","16","1","hs7u15","","longmrdfappd1","114.81296758104739","401","7.006048788182083","5305672","46040"
"false","true","cms","8","4","hs7u15","","longmrdfappd3","20.14713216957606","401","4.178772863935844","169771","8079"
"true","true","cms","32","2","hs7u15","","longmrdfappd1","6.628428927680798","401","6.39233407592372","34004","2658"
"false","false","cms","8","2","hs7u15","","longmrdfappd1","202.20448877805487","401","29.083731212610676","16734740","81084"
"false","false","cms","32","8","hs7u15","","longmrdfappd3","143.5361596009975","401","8.429216155845063","8290146","57558"
"false","true","cms","24","2","hs7u15","","longmrdfappd1","6.451371571072319","401","4.798509157930504","25923","2587"
"false","true","cms","24","20","hs7u15","","longmrdfappd1","40.50623441396509","401","1.642814334478657","659025","16243"
"false","true","cms","4","16","hs7u15","","longmrdfappd3","150.74563591022445","401","5.487699885382148","9124499","60449"
"false","true","cms","24","12","hs7u15","","longmrdfappd1","24.6857855361596","401","3.7960502433799075","250143","9899"
"true","true","cms","48","1","hs7u15","","longmrdfappd1","9.104738154613466","401","8.663795306963523","63341","3651"
"false","true","cms","24","20","hs7u15","","longmrdfappd3","40.17955112219451","401","1.370396232270685","648126","16112"
"true","true","cms","4","3","hs7u15","","longmrdfappd3","28.206982543640898","401","9.225604137017921","353179","11311"
"true","false","cms","48","2","hs7u15","","longmrdfappd1","123.11221945137157","401","6.662125450853692","6095602","49368"
"false","false","cms","32","1","hs7u15","","longmrdfappd3","110.23690773067332","401","3.9543825763401355","4879293","44205"
"false","false","cms","8","2","hs7u15","","longmrdfappd1","181.22693266832917","401","8.282775012830797","13197634","72672"
"false","false","cms","24","3","hs7u15","","longmrdfappd3","122.24438902743142","401","5.068126864384363","6002720","49020"
"false","true","cms","4","2","hs7u15","","longmrdfappd3","19.648379052369076","401","0.665167270103599","154987","7879"
"false","true","cms","32","0.7","hs7u15","","longmrdfappd3","4.541147132169576","401","1.2529974757008577","8899","1821"
"false","false","cms","8","1.5","hs7u15","","longmrdfappd1","150.02992518703243","401","9.753270555463041","9064246","60162"
"false","false","cms","48","8","hs7u15","","longmrdfappd1","131.88029925187033","401","9.591696113014272","7011250","52884"
"false","false","cms","32","16","hs7u15","","longmrdfappd3","161.11221945137157","401","12.00934280156108","10466650","64606"
"false","true","cms","32","1.5","hs7u15","","longmrdfappd3","5.451371571072319","401","2.4409749011245436","14306","2186"
"false","false","cms","24","2","hs7u15","","longmrdfappd1","113.82044887780549","401","5.815336229261056","5208554","45642"
"false","false","cms","8","3","hs7u15","","longmrdfappd1","205.02992518703243","401","15.940478509336488","16958839","82217"
"false","false","cms","24","28","hs7u15","","longmrdfappd3","200.94763092269326","401","6.803604048833984","16210922","80580"
"true","false","cms","24","3","hs7u15","","longmrdfappd1","131.17456359102243","401","10.013928024774474","6940125","52601"
"true","true","cms","24","0.7","hs7u15","","longmrdfappd3","4.364089775561097","401","7.712548135025317","31490","1750"
"true","true","cms","4","20","hs7u15","","longmrdfappd1","194.78054862842893","401","17.974815318492652","15343285","78107"
"true","false","cms","24","8","hs7u15","","longmrdfappd3","193.85536159600997","401","10.6482657518778","15115008","77736"
"false","false","cms","16","3","hs7u15","","longmrdfappd1","140.26184538653368","401","7.2585844326642395","7910155","56245"
"true","true","cms","4","0.7","hs7u15","","longmrdfappd1","6.683291770573566","401","0.5013151155156726","18012","2680"
"false","false","cms","4","4","hs7u15","","longmrdfappd3","400.45386533665834","401","12.683505548126613","64370192","160582"
"false","false","cms","32","1","hs7u15","","longmrdfappd1","107.83291770573567","401","5.087710851790868","4673183","43241"
"false","false","cms","24","1.5","hs7u15","","longmrdfappd3","116.49875311720699","401","5.2655776199970505","5453474","46716"
"true","false","cms","48","8","hs7u15","","longmrdfappd3","147.49376558603493","401","12.092560151075883","8782157","59145"
"true","true","cms","48","3","hs7u15","","longmrdfappd3","10.845386533665835","401","9.634778799041111","84391","4349"
"false","false","cms","8","20","hs7u15","","longmrdfappd1","386.8653366583541","401","15.364785350816828","60110247","155133"
"true","false","cms","32","16","hs7u15","","longmrdfappd1","189.7057356608479","401","8.448062949631689","14459914","76072"
"true","false","cms","4","12","hs7u15","","longmrdfappd3","630.498753117207","401","39.2852681384462","160027876","252830"
"false","true","cms","48","8","hs7u15","","longmrdfappd1","15.86783042394015","401","5.9373275037221855","115103","6363"
"false","false","cms","48","16","hs7u15","","longmrdfappd3","138.47630922693267","401","5.982523370572002","7703803","55529"
"true","false","cms","4","3","hs7u15","","longmrdfappd1","418.7356608478803","401","36.43707998906324","70843553","167913"
"true","false","cms","8","2","hs7u15","","longmrdfappd1","207.25436408977555","401","13.124006183758825","17293771","83109"
"false","false","cms","16","20","hs7u15","","longmrdfappd3","238.38154613466335","401","11.505026922709042","22840209","95591"
"true","true","cms","24","16","hs7u15","","longmrdfappd1","32.785536159600994","401","4.118432536526448","437833","13147"
"false","false","cms","48","16","hs7u15","","longmrdfappd3","137.59351620947632","401","7.490766243054632","7614223","55175"
"false","false","cms","24","12","hs7u15","","longmrdfappd1","164.9850374064838","401","9.393571079043987","10950629","66159"
"true","false","cms","24","12","hs7u15","","longmrdfappd1","208.98004987531172","401","11.936431836401093","17569871","83801"
"false","false","cms","24","20","hs7u15","","longmrdfappd3","196.67331670822944","401","9.284396113585203","15545404","78866"
"false","true","cms","32","8","hs7u15","","longmrdfappd1","15.094763092269327","401","2.235732822387692","93373","6053"
"true","false","cms","32","12","hs7u15","","longmrdfappd3","192.88778054862843","401","14.485176025871061","15003622","77348"
"true","false","cms","24","12","hs7u15","","longmrdfappd1","222.95760598503742","401","11.082132650989292","19982996","89406"
"true","false","cms","48","12","hs7u15","","longmrdfappd3","154.80299251870323","401","8.611515286731565","9639288","62076"
"true","false","cms","24","8","hs7u15","","longmrdfappd1","195.00997506234415","401","8.615933754574165","15279353","78199"
"true","true","cms","32","20","hs7u15","","longmrdfappd3","33.00249376558604","401","6.651457663022317","454496","13234"
"false","false","cms","8","8","hs7u15","","longmrdfappd1","300.31172069825436","401","9.808901615600838","36203621","120425"
"true","false","cms","32","1","hs7u15","","longmrdfappd1","112.97755610972568","401","6.698121597145215","5136326","45304"
"true","true","cms","24","28","hs7u15","","longmrdfappd3","75.47630922693267","401","0.8144960617171882","2284632","30266"
"false","true","cms","16","8","hs7u15","","longmrdfappd3","23.271820448877804","401","7.85361259870605","241906","9332"
"true","true","cms","24","2","hs7u15","","longmrdfappd3","6.640897755610973","401","7.7127819674761575","41539","2663"
"true","true","cms","4","20","hs7u15","","longmrdfappd1","191.5860349127182","401","18.006737572192193","14848810","76826"
"true","false","cms","48","4","hs7u15","","longmrdfappd3","134.39152119700748","401","9.409170882094477","7277995","53891"
"false","false","cms","4","0.7","hs7u15","","longmrdfappd3","150.92518703241896","401","6.343012258867056","9150277","60521"
"false","true","cms","48","1.5","hs7u15","","longmrdfappd3","8.236907730673316","401","7.503032431942311","49781","3303"
"true","false","cms","32","16","hs7u15","","longmrdfappd1","207.8503740648379","401","15.477199257861999","17419970","83348"
"false","true","cms","32","8","hs7u15","","longmrdfappd3","15.029925187032418","401","1.8842045211958305","92009","6027"
"false","true","cms","4","0.7","hs7u15","","longmrdfappd3","6.9900249376558605","401","3.7463066100274975","25221","2803"
"false","false","cms","24","8","hs7u15","","longmrdfappd1","154.4638403990025","401","8.464938054928691","9596224","61940"
"true","false","cms","32","4","hs7u15","","longmrdfappd3","144.5586034912718","401","6.581329447887845","8397142","57968"
"false","false","cms","48","4","hs7u15","","longmrdfappd1","124.35411471321696","401","8.55606647898582","6230398","49866"
"false","true","cms","48","16","hs7u15","","longmrdfappd3","24.399002493765586","401","5.915902656559609","252754","9784"
"false","false","cms","32","1.5","hs7u15","","longmrdfappd1","110.97506234413964","401","5.699400726130123","4951527","44501"
"false","false","cms","48","12","hs7u15","","longmrdfappd3","141.0922693266833","401","10.867093942741919","8030074","56578"
"true","false","cms","16","12","hs7u15","","longmrdfappd1","275.0523690773067","401","10.551134277276237","30381818","110296"
"true","true","cms","24","16","hs7u15","","longmrdfappd3","32.922693266832916","401","5.889379995919686","448554","13202"
"true","true","cms","32","8","hs7u15","","longmrdfappd1","15.53865336658354","401","6.1517896495502935","111997","6231"
"true","true","cms","4","3","hs7u15","","longmrdfappd1","30.68079800498753","401","0.5890567815299588","377605","12303"
"true","false","cms","24","12","hs7u15","","longmrdfappd3","209.98254364089775","401","12.713501159569688","17745975","84203"
"false","true","cms","48","4","hs7u15","","longmrdfappd3","10.807980049875312","401","4.4543163139856174","54798","4334"
"true","true","cms","24","28","hs7u15","","longmrdfappd1","55.90274314214464","401","4.392014682799308","1260907","22417"
"false","true","cms","8","2","hs7u15","","longmrdfappd1","11.11221945137157","401","0.4575499228400967","49600","4456"
"true","true","cms","24","0.7","hs7u15","","longmrdfappd1","3.9900249376558605","401","1.0378859432993164","6816","1600"
"false","true","cms","16","2","hs7u15","","longmrdfappd1","6.9351620947630925","401","5.807020047458132","32809","2781"
"false","false","cms","16","16","hs7u15","","longmrdfappd3","220.30673316708229","401","10.476582581865106","19506571","88343"
"false","false","cms","16","1.5","hs7u15","","longmrdfappd3","124.22942643391521","401","7.090946911375883","6208776","49816"
"false","true","cms","48","12","hs7u15","","longmrdfappd3","20.48379052369077","401","9.231592811180066","202428","8214"
"true","true","cms","8","1","hs7u15","","longmrdfappd3","5.997506234413965","401","7.631637376276377","37779","2405"
"true","false","cms","32","28","hs7u15","","longmrdfappd1","216.30423940149626","401","9.209244351667662","18795806","86738"
"false","true","cms","48","28","hs7u15","","longmrdfappd3","37.46134663341646","401","4.840511419781202","572140","15022"
"true","false","cms","32","20","hs7u15","","longmrdfappd1","216.286783042394","401","17.990162173747247","18888551","86731"
"true","false","cms","32","28","hs7u15","","longmrdfappd3","217.81047381546134","401","8.349234440091129","19051956","87342"
"true","false","cms","8","8","hs7u15","","longmrdfappd1","391.8728179551122","401","17.641519952195814","61704087","157141"
"false","true","cms","4","8","hs7u15","","longmrdfappd3","90.66583541147132","401","4.603810073716787","3304837","36357"
"true","false","cms","8","0.7","hs7u15","","longmrdfappd1","132.32917705735662","401","9.86094700732975","7060908","53064"
"true","false","cms","16","4","hs7u15","","longmrdfappd3","192.21695760598504","401","6.4185137239580685","14832411","77079"
"false","false","cms","16","16","hs7u15","","longmrdfappd1","224.1995012468828","401","11.681351156374529","20211150","89904"
"false","true","cms","24","16","hs7u15","","longmrdfappd3","33.53615960099751","401","3.9509857622156628","457254","13448"
"true","false","cms","32","1.5","hs7u15","","longmrdfappd3","122.86284289276809","401","13.92565371246372","6130970","49268"
"false","true","cms","8","0.7","hs7u15","","longmrdfappd3","4.194513715710723","401","3.665172043732873","12442","1682"
"true","false","cms","24","28","hs7u15","","longmrdfappd1","280.4837905236908","401","10.570761991139399","31591942","112474"
"true","false","cms","4","12","hs7u15","","longmrdfappd3","618.4763092269327","401","33.40322773753836","153835117","248009"
"false","false","cms","16","8","hs7u15","","longmrdfappd1","190.4862842892768","401","9.77683334384913","14588625","76385"
"true","true","cms","32","3","hs7u15","","longmrdfappd1","8.401496259351621","401","8.135136547041693","54843","3369"
"false","true","cms","48","12","hs7u15","","longmrdfappd3","20.448877805486283","401","5.134889216853452","178254","8200"
"false","true","cms","4","2","hs7u15","","longmrdfappd3","18.982543640897756","401","12.16602499189678","203848","7612"
"false","false","cms","48","1","hs7u15","","longmrdfappd3","109.25187032418953","401","4.931844990024475","4796078","43810"
"false","false","cms","24","20","hs7u15","","longmrdfappd1","183.14214463840398","401","6.401935834804042","13466394","73440"
"false","true","cms","8","12","hs7u15","","longmrdfappd3","59.60847880299252","401","5.313496477662208","1436143","23903"
"true","false","cms","24","2","hs7u15","","longmrdfappd1","131.37406483790522","401","6.567108070890368","6938211","52681"
"true","false","cms","24","4","hs7u15","","longmrdfappd3","158.30423940149626","401","6.358547724099107","10065366","63480"
"true","true","cms","8","16","hs7u15","","longmrdfappd1","82.18703241895261","401","13.033906728603004","2776761","32957"
"true","true","cms","16","3","hs7u15","","longmrdfappd1","9.558603491271821","401","4.15559977874254","43563","3833"
"true","false","cms","4","20","hs7u15","","longmrdfappd3","704.7007481296758","401","27.956864251769236","199451277","282585"
"false","false","cms","32","20","hs7u15","","longmrdfappd1","159.69825436408976","401","6.779477756325962","10245347","64039"
"false","true","cms","8","0.7","hs7u15","","longmrdfappd1","3.942643391521197","401","1.0776357214486323","6699","1581"
"false","true","cms","16","4","hs7u15","","longmrdfappd1","12.571072319201996","401","0.8178562679769421","63639","5041"
"true","true","cms","32","20","hs7u15","","longmrdfappd3","32.44887780548628","401","3.140596539031836","426180","13012"
"true","true","cms","24","12","hs7u15","","longmrdfappd3","26.09725685785536","401","8.512453394842218","302165","10465"
"true","false","cms","16","1.5","hs7u15","","longmrdfappd1","133.39152119700748","401","7.435765019593356","7157284","53490"
